,states,year,quarter,district,registered_user_counts
0,andaman-&-nicobar-islands,2018,1,south andaman,5846
1,andaman-&-nicobar-islands,2018,1,north and middle andaman,632
2,andaman-&-nicobar-islands,2018,1,nicobars,262
3,andaman-&-nicobar-islands,2018,2,south andaman,8143
4,andaman-&-nicobar-islands,2018,2,north and middle andaman,911
5,andaman-&-nicobar-islands,2018,2,nicobars,351
6,andaman-&-nicobar-islands,2018,3,south andaman,10474
7,andaman-&-nicobar-islands,2018,3,north and middle andaman,1208
8,andaman-&-nicobar-islands,2018,3,nicobars,467
9,andaman-&-nicobar-islands,2018,4,south andaman,13133
10,andaman-&-nicobar-islands,2018,4,north and middle andaman,1553
11,andaman-&-nicobar-islands,2018,4,nicobars,536
12,andaman-&-nicobar-islands,2019,1,south andaman,15961
13,andaman-&-nicobar-islands,2019,1,north and middle andaman,2013
14,andaman-&-nicobar-islands,2019,1,nicobars,622
15,andaman-&-nicobar-islands,2019,2,south andaman,18621
16,andaman-&-nicobar-islands,2019,2,north and middle andaman,2417
17,andaman-&-nicobar-islands,2019,2,nicobars,693
18,andaman-&-nicobar-islands,2019,3,south andaman,20518
19,andaman-&-nicobar-islands,2019,3,north and middle andaman,2662
20,andaman-&-nicobar-islands,2019,3,nicobars,751
21,andaman-&-nicobar-islands,2019,4,south andaman,22202
22,andaman-&-nicobar-islands,2019,4,north and middle andaman,2955
23,andaman-&-nicobar-islands,2019,4,nicobars,803
24,andaman-&-nicobar-islands,2020,1,south andaman,24174
25,andaman-&-nicobar-islands,2020,1,north and middle andaman,3315
26,andaman-&-nicobar-islands,2020,1,nicobars,879
27,andaman-&-nicobar-islands,2020,2,south andaman,27626
28,andaman-&-nicobar-islands,2020,2,north and middle andaman,4100
29,andaman-&-nicobar-islands,2020,2,nicobars,984
30,andaman-&-nicobar-islands,2020,3,south andaman,34833
31,andaman-&-nicobar-islands,2020,3,north and middle andaman,5355
32,andaman-&-nicobar-islands,2020,3,nicobars,1147
33,andaman-&-nicobar-islands,2020,4,south andaman,43908
34,andaman-&-nicobar-islands,2020,4,north and middle andaman,7076
35,andaman-&-nicobar-islands,2020,4,nicobars,1412
36,andaman-&-nicobar-islands,2021,1,south andaman,48352
37,andaman-&-nicobar-islands,2021,1,north and middle andaman,7833
38,andaman-&-nicobar-islands,2021,1,nicobars,1573
39,andaman-&-nicobar-islands,2021,2,south andaman,51903
40,andaman-&-nicobar-islands,2021,2,north and middle andaman,8493
41,andaman-&-nicobar-islands,2021,2,nicobars,1699
42,andaman-&-nicobar-islands,2021,3,south andaman,55873
43,andaman-&-nicobar-islands,2021,3,north and middle andaman,9263
44,andaman-&-nicobar-islands,2021,3,nicobars,1846
45,andaman-&-nicobar-islands,2021,4,south andaman,59807
46,andaman-&-nicobar-islands,2021,4,north and middle andaman,10002
47,andaman-&-nicobar-islands,2021,4,nicobars,1971
48,andaman-&-nicobar-islands,2022,1,south andaman,63487
49,andaman-&-nicobar-islands,2022,1,north and middle andaman,10720
50,andaman-&-nicobar-islands,2022,1,nicobars,2081
51,andaman-&-nicobar-islands,2022,2,south andaman,66959
52,andaman-&-nicobar-islands,2022,2,north and middle andaman,11379
53,andaman-&-nicobar-islands,2022,2,nicobars,2192
54,andaman-&-nicobar-islands,2022,3,south andaman,70445
55,andaman-&-nicobar-islands,2022,3,north and middle andaman,11897
56,andaman-&-nicobar-islands,2022,3,nicobars,2300
57,andaman-&-nicobar-islands,2022,4,south andaman,73692
58,andaman-&-nicobar-islands,2022,4,north and middle andaman,12361
59,andaman-&-nicobar-islands,2022,4,nicobars,2389
60,andhra-pradesh,2018,1,visakhapatnam,497187
61,andhra-pradesh,2018,1,east godavari,350356
62,andhra-pradesh,2018,1,krishna,323673
63,andhra-pradesh,2018,1,guntur,317065
64,andhra-pradesh,2018,1,chittoor,309541
65,andhra-pradesh,2018,1,anantapur,241192
66,andhra-pradesh,2018,1,kurnool,240133
67,andhra-pradesh,2018,1,west godavari,213335
68,andhra-pradesh,2018,1,spsr nellore,194475
69,andhra-pradesh,2018,1,prakasam,189949
70,andhra-pradesh,2018,2,visakhapatnam,636052
71,andhra-pradesh,2018,2,east godavari,454398
72,andhra-pradesh,2018,2,krishna,431965
73,andhra-pradesh,2018,2,guntur,420326
74,andhra-pradesh,2018,2,chittoor,414306
75,andhra-pradesh,2018,2,anantapur,326383
76,andhra-pradesh,2018,2,kurnool,319313
77,andhra-pradesh,2018,2,west godavari,282393
78,andhra-pradesh,2018,2,spsr nellore,261049
79,andhra-pradesh,2018,2,prakasam,253458
80,andhra-pradesh,2018,3,visakhapatnam,769096
81,andhra-pradesh,2018,3,east godavari,558982
82,andhra-pradesh,2018,3,krishna,537086
83,andhra-pradesh,2018,3,guntur,518931
84,andhra-pradesh,2018,3,chittoor,515727
85,andhra-pradesh,2018,3,anantapur,405855
86,andhra-pradesh,2018,3,kurnool,394311
87,andhra-pradesh,2018,3,west godavari,349782
88,andhra-pradesh,2018,3,spsr nellore,322446
89,andhra-pradesh,2018,3,prakasam,314899
90,andhra-pradesh,2018,4,visakhapatnam,978288
91,andhra-pradesh,2018,4,east godavari,694455
92,andhra-pradesh,2018,4,krishna,682479
93,andhra-pradesh,2018,4,chittoor,665280
94,andhra-pradesh,2018,4,guntur,659552
95,andhra-pradesh,2018,4,anantapur,510892
96,andhra-pradesh,2018,4,kurnool,498582
97,andhra-pradesh,2018,4,west godavari,435668
98,andhra-pradesh,2018,4,spsr nellore,407495
99,andhra-pradesh,2018,4,prakasam,394962
100,andhra-pradesh,2019,1,visakhapatnam,1174517
101,andhra-pradesh,2019,1,east godavari,839277
102,andhra-pradesh,2019,1,krishna,833694
103,andhra-pradesh,2019,1,chittoor,812314
104,andhra-pradesh,2019,1,guntur,802394
105,andhra-pradesh,2019,1,anantapur,612162
106,andhra-pradesh,2019,1,kurnool,599422
107,andhra-pradesh,2019,1,west godavari,523372
108,andhra-pradesh,2019,1,spsr nellore,491908
109,andhra-pradesh,2019,1,prakasam,474260
110,andhra-pradesh,2019,2,visakhapatnam,1318740
111,andhra-pradesh,2019,2,krishna,952300
112,andhra-pradesh,2019,2,east godavari,945181
113,andhra-pradesh,2019,2,chittoor,925491
114,andhra-pradesh,2019,2,guntur,915256
115,andhra-pradesh,2019,2,anantapur,695114
116,andhra-pradesh,2019,2,kurnool,680118
117,andhra-pradesh,2019,2,west godavari,592185
118,andhra-pradesh,2019,2,spsr nellore,558303
119,andhra-pradesh,2019,2,prakasam,539462
120,andhra-pradesh,2019,3,visakhapatnam,1460464
121,andhra-pradesh,2019,3,krishna,1066546
122,andhra-pradesh,2019,3,east godavari,1057167
123,andhra-pradesh,2019,3,chittoor,1032733
124,andhra-pradesh,2019,3,guntur,1026418
125,andhra-pradesh,2019,3,anantapur,773656
126,andhra-pradesh,2019,3,kurnool,755024
127,andhra-pradesh,2019,3,west godavari,662102
128,andhra-pradesh,2019,3,spsr nellore,619592
129,andhra-pradesh,2019,3,prakasam,598568
130,andhra-pradesh,2019,4,visakhapatnam,1620235
131,andhra-pradesh,2019,4,krishna,1199971
132,andhra-pradesh,2019,4,east godavari,1195228
133,andhra-pradesh,2019,4,guntur,1158708
134,andhra-pradesh,2019,4,chittoor,1156351
135,andhra-pradesh,2019,4,anantapur,873033
136,andhra-pradesh,2019,4,kurnool,846885
137,andhra-pradesh,2019,4,west godavari,750078
138,andhra-pradesh,2019,4,spsr nellore,697154
139,andhra-pradesh,2019,4,prakasam,673522
140,andhra-pradesh,2020,1,visakhapatnam,1763581
141,andhra-pradesh,2020,1,krishna,1331602
142,andhra-pradesh,2020,1,east godavari,1329664
143,andhra-pradesh,2020,1,guntur,1289678
144,andhra-pradesh,2020,1,chittoor,1270907
145,andhra-pradesh,2020,1,anantapur,971850
146,andhra-pradesh,2020,1,kurnool,936293
147,andhra-pradesh,2020,1,west godavari,843835
148,andhra-pradesh,2020,1,spsr nellore,775440
149,andhra-pradesh,2020,1,prakasam,748655
150,andhra-pradesh,2020,2,visakhapatnam,1904719
151,andhra-pradesh,2020,2,east godavari,1459116
152,andhra-pradesh,2020,2,krishna,1459041
153,andhra-pradesh,2020,2,guntur,1426271
154,andhra-pradesh,2020,2,chittoor,1385916
155,andhra-pradesh,2020,2,anantapur,1076953
156,andhra-pradesh,2020,2,kurnool,1035093
157,andhra-pradesh,2020,2,west godavari,944829
158,andhra-pradesh,2020,2,spsr nellore,854459
159,andhra-pradesh,2020,2,prakasam,830709
160,andhra-pradesh,2020,3,visakhapatnam,2058346
161,andhra-pradesh,2020,3,east godavari,1601940
162,andhra-pradesh,2020,3,krishna,1599289
163,andhra-pradesh,2020,3,guntur,1567595
164,andhra-pradesh,2020,3,chittoor,1506503
165,andhra-pradesh,2020,3,anantapur,1186851
166,andhra-pradesh,2020,3,kurnool,1132240
167,andhra-pradesh,2020,3,west godavari,1053674
168,andhra-pradesh,2020,3,spsr nellore,937176
169,andhra-pradesh,2020,3,prakasam,915240
170,andhra-pradesh,2020,4,visakhapatnam,2209658
171,andhra-pradesh,2020,4,east godavari,1746280
172,andhra-pradesh,2020,4,krishna,1744028
173,andhra-pradesh,2020,4,guntur,1712940
174,andhra-pradesh,2020,4,chittoor,1631331
175,andhra-pradesh,2020,4,anantapur,1295872
176,andhra-pradesh,2020,4,kurnool,1230466
177,andhra-pradesh,2020,4,west godavari,1163179
178,andhra-pradesh,2020,4,spsr nellore,1022944
179,andhra-pradesh,2020,4,prakasam,999462
180,andhra-pradesh,2021,1,visakhapatnam,2368081
181,andhra-pradesh,2021,1,east godavari,1878769
182,andhra-pradesh,2021,1,krishna,1876458
183,andhra-pradesh,2021,1,guntur,1843237
184,andhra-pradesh,2021,1,chittoor,1751420
185,andhra-pradesh,2021,1,anantapur,1394849
186,andhra-pradesh,2021,1,kurnool,1323411
187,andhra-pradesh,2021,1,west godavari,1254117
188,andhra-pradesh,2021,1,spsr nellore,1100541
189,andhra-pradesh,2021,1,prakasam,1075936
190,andhra-pradesh,2021,2,visakhapatnam,2526830
191,andhra-pradesh,2021,2,east godavari,2006272
192,andhra-pradesh,2021,2,krishna,2002662
193,andhra-pradesh,2021,2,guntur,1968681
194,andhra-pradesh,2021,2,chittoor,1870723
195,andhra-pradesh,2021,2,anantapur,1492738
196,andhra-pradesh,2021,2,kurnool,1415585
197,andhra-pradesh,2021,2,west godavari,1339377
198,andhra-pradesh,2021,2,spsr nellore,1176334
199,andhra-pradesh,2021,2,prakasam,1151232
200,andhra-pradesh,2021,3,visakhapatnam,2707931
201,andhra-pradesh,2021,3,east godavari,2150622
202,andhra-pradesh,2021,3,krishna,2145423
203,andhra-pradesh,2021,3,guntur,2110878
204,andhra-pradesh,2021,3,chittoor,2007011
205,andhra-pradesh,2021,3,anantapur,1606735
206,andhra-pradesh,2021,3,kurnool,1522196
207,andhra-pradesh,2021,3,west godavari,1436576
208,andhra-pradesh,2021,3,spsr nellore,1263550
209,andhra-pradesh,2021,3,prakasam,1239147
210,andhra-pradesh,2021,4,visakhapatnam,2888774
211,andhra-pradesh,2021,4,east godavari,2294347
212,andhra-pradesh,2021,4,krishna,2288148
213,andhra-pradesh,2021,4,guntur,2252443
214,andhra-pradesh,2021,4,chittoor,2141818
215,andhra-pradesh,2021,4,anantapur,1719437
216,andhra-pradesh,2021,4,kurnool,1628242
217,andhra-pradesh,2021,4,west godavari,1532898
218,andhra-pradesh,2021,4,spsr nellore,1349290
219,andhra-pradesh,2021,4,prakasam,1325728
220,andhra-pradesh,2022,1,visakhapatnam,3061324
221,andhra-pradesh,2022,1,east godavari,2432305
222,andhra-pradesh,2022,1,krishna,2423373
223,andhra-pradesh,2022,1,guntur,2387051
224,andhra-pradesh,2022,1,chittoor,2270705
225,andhra-pradesh,2022,1,anantapur,1827094
226,andhra-pradesh,2022,1,kurnool,1729513
227,andhra-pradesh,2022,1,west godavari,1626039
228,andhra-pradesh,2022,1,spsr nellore,1431664
229,andhra-pradesh,2022,1,prakasam,1408929
230,andhra-pradesh,2022,2,visakhapatnam,3226029
231,andhra-pradesh,2022,2,east godavari,2564165
232,andhra-pradesh,2022,2,krishna,2552107
233,andhra-pradesh,2022,2,guntur,2514794
234,andhra-pradesh,2022,2,chittoor,2392549
235,andhra-pradesh,2022,2,anantapur,1928213
236,andhra-pradesh,2022,2,kurnool,1825280
237,andhra-pradesh,2022,2,west godavari,1714357
238,andhra-pradesh,2022,2,spsr nellore,1509927
239,andhra-pradesh,2022,2,prakasam,1487589
240,andhra-pradesh,2022,3,visakhapatnam,3397514
241,andhra-pradesh,2022,3,east godavari,2702234
242,andhra-pradesh,2022,3,krishna,2685215
243,andhra-pradesh,2022,3,guntur,2647100
244,andhra-pradesh,2022,3,chittoor,2517657
245,andhra-pradesh,2022,3,anantapur,2030824
246,andhra-pradesh,2022,3,kurnool,1924127
247,andhra-pradesh,2022,3,west godavari,1805967
248,andhra-pradesh,2022,3,spsr nellore,1588875
249,andhra-pradesh,2022,3,prakasam,1567520
250,andhra-pradesh,2022,4,visakhapatnam,3566854
251,andhra-pradesh,2022,4,east godavari,2835087
252,andhra-pradesh,2022,4,krishna,2813645
253,andhra-pradesh,2022,4,guntur,2774365
254,andhra-pradesh,2022,4,chittoor,2636036
255,andhra-pradesh,2022,4,anantapur,2128066
256,andhra-pradesh,2022,4,kurnool,2018290
257,andhra-pradesh,2022,4,west godavari,1893310
258,andhra-pradesh,2022,4,spsr nellore,1663684
259,andhra-pradesh,2022,4,prakasam,1642503
260,arunachal-pradesh,2018,1,papum pare,7649
261,arunachal-pradesh,2018,1,west kameng,2202
262,arunachal-pradesh,2018,1,east siang,1803
263,arunachal-pradesh,2018,1,tawang,1525
264,arunachal-pradesh,2018,1,changlang,1208
265,arunachal-pradesh,2018,1,lohit,1207
266,arunachal-pradesh,2018,1,west siang,846
267,arunachal-pradesh,2018,1,namsai,737
268,arunachal-pradesh,2018,1,lower dibang valley,601
269,arunachal-pradesh,2018,1,upper subansiri,572
270,arunachal-pradesh,2018,2,papum pare,11418
271,arunachal-pradesh,2018,2,west kameng,3442
272,arunachal-pradesh,2018,2,east siang,2646
273,arunachal-pradesh,2018,2,tawang,2266
274,arunachal-pradesh,2018,2,changlang,2014
275,arunachal-pradesh,2018,2,lohit,1898
276,arunachal-pradesh,2018,2,namsai,1276
277,arunachal-pradesh,2018,2,west siang,1224
278,arunachal-pradesh,2018,2,lower dibang valley,893
279,arunachal-pradesh,2018,2,upper subansiri,883
280,arunachal-pradesh,2018,3,papum pare,16009
281,arunachal-pradesh,2018,3,west kameng,4765
282,arunachal-pradesh,2018,3,east siang,3590
283,arunachal-pradesh,2018,3,tawang,3112
284,arunachal-pradesh,2018,3,changlang,2889
285,arunachal-pradesh,2018,3,lohit,2612
286,arunachal-pradesh,2018,3,namsai,1862
287,arunachal-pradesh,2018,3,west siang,1652
288,arunachal-pradesh,2018,3,lower dibang valley,1286
289,arunachal-pradesh,2018,3,tirap,1226
290,arunachal-pradesh,2018,4,papum pare,21342
291,arunachal-pradesh,2018,4,west kameng,6492
292,arunachal-pradesh,2018,4,east siang,4813
293,arunachal-pradesh,2018,4,tawang,4085
294,arunachal-pradesh,2018,4,changlang,4036
295,arunachal-pradesh,2018,4,lohit,3588
296,arunachal-pradesh,2018,4,namsai,2495
297,arunachal-pradesh,2018,4,west siang,2117
298,arunachal-pradesh,2018,4,lower dibang valley,1827
299,arunachal-pradesh,2018,4,tirap,1684
300,arunachal-pradesh,2019,1,papum pare,26298
301,arunachal-pradesh,2019,1,west kameng,8115
302,arunachal-pradesh,2019,1,east siang,5899
303,arunachal-pradesh,2019,1,changlang,5210
304,arunachal-pradesh,2019,1,tawang,5023
305,arunachal-pradesh,2019,1,lohit,4416
306,arunachal-pradesh,2019,1,namsai,3153
307,arunachal-pradesh,2019,1,west siang,2656
308,arunachal-pradesh,2019,1,lower dibang valley,2314
309,arunachal-pradesh,2019,1,tirap,2082
310,arunachal-pradesh,2019,2,papum pare,32800
311,arunachal-pradesh,2019,2,west kameng,9782
312,arunachal-pradesh,2019,2,east siang,7319
313,arunachal-pradesh,2019,2,changlang,6884
314,arunachal-pradesh,2019,2,tawang,5908
315,arunachal-pradesh,2019,2,lohit,5485
316,arunachal-pradesh,2019,2,namsai,3914
317,arunachal-pradesh,2019,2,west siang,3393
318,arunachal-pradesh,2019,2,lower dibang valley,2842
319,arunachal-pradesh,2019,2,tirap,2697
320,arunachal-pradesh,2019,3,papum pare,38845
321,arunachal-pradesh,2019,3,west kameng,11186
322,arunachal-pradesh,2019,3,east siang,8571
323,arunachal-pradesh,2019,3,changlang,8145
324,arunachal-pradesh,2019,3,tawang,6553
325,arunachal-pradesh,2019,3,lohit,6421
326,arunachal-pradesh,2019,3,namsai,4563
327,arunachal-pradesh,2019,3,west siang,4101
328,arunachal-pradesh,2019,3,lower dibang valley,3398
329,arunachal-pradesh,2019,3,tirap,3099
330,arunachal-pradesh,2019,4,papum pare,44746
331,arunachal-pradesh,2019,4,west kameng,12562
332,arunachal-pradesh,2019,4,east siang,9859
333,arunachal-pradesh,2019,4,changlang,9662
334,arunachal-pradesh,2019,4,lohit,7386
335,arunachal-pradesh,2019,4,tawang,7303
336,arunachal-pradesh,2019,4,namsai,5190
337,arunachal-pradesh,2019,4,west siang,4773
338,arunachal-pradesh,2019,4,lower dibang valley,3944
339,arunachal-pradesh,2019,4,tirap,3605
340,arunachal-pradesh,2020,1,papum pare,51342
341,arunachal-pradesh,2020,1,west kameng,13983
342,arunachal-pradesh,2020,1,east siang,11298
343,arunachal-pradesh,2020,1,changlang,11262
344,arunachal-pradesh,2020,1,lohit,8454
345,arunachal-pradesh,2020,1,tawang,8048
346,arunachal-pradesh,2020,1,namsai,6029
347,arunachal-pradesh,2020,1,west siang,5757
348,arunachal-pradesh,2020,1,lower dibang valley,4650
349,arunachal-pradesh,2020,1,lower subansiri,4351
350,arunachal-pradesh,2020,2,papum pare,59968
351,arunachal-pradesh,2020,2,west kameng,15766
352,arunachal-pradesh,2020,2,changlang,14036
353,arunachal-pradesh,2020,2,east siang,13601
354,arunachal-pradesh,2020,2,lohit,10154
355,arunachal-pradesh,2020,2,tawang,8993
356,arunachal-pradesh,2020,2,namsai,7426
357,arunachal-pradesh,2020,2,west siang,7239
358,arunachal-pradesh,2020,2,lower dibang valley,5782
359,arunachal-pradesh,2020,2,lower subansiri,5392
360,arunachal-pradesh,2020,3,papum pare,69419
361,arunachal-pradesh,2020,3,west kameng,17636
362,arunachal-pradesh,2020,3,changlang,16385
363,arunachal-pradesh,2020,3,east siang,15921
364,arunachal-pradesh,2020,3,lohit,11755
365,arunachal-pradesh,2020,3,tawang,9944
366,arunachal-pradesh,2020,3,west siang,8623
367,arunachal-pradesh,2020,3,namsai,8553
368,arunachal-pradesh,2020,3,lower dibang valley,6799
369,arunachal-pradesh,2020,3,lower subansiri,6456
370,arunachal-pradesh,2020,4,papum pare,77936
371,arunachal-pradesh,2020,4,west kameng,19464
372,arunachal-pradesh,2020,4,changlang,18203
373,arunachal-pradesh,2020,4,east siang,17822
374,arunachal-pradesh,2020,4,lohit,13126
375,arunachal-pradesh,2020,4,tawang,10909
376,arunachal-pradesh,2020,4,west siang,9911
377,arunachal-pradesh,2020,4,namsai,9437
378,arunachal-pradesh,2020,4,lower dibang valley,7693
379,arunachal-pradesh,2020,4,lower subansiri,7388
380,arunachal-pradesh,2021,1,papum pare,84715
381,arunachal-pradesh,2021,1,west kameng,21027
382,arunachal-pradesh,2021,1,changlang,19716
383,arunachal-pradesh,2021,1,east siang,19342
384,arunachal-pradesh,2021,1,lohit,14231
385,arunachal-pradesh,2021,1,tawang,11778
386,arunachal-pradesh,2021,1,west siang,10836
387,arunachal-pradesh,2021,1,namsai,10242
388,arunachal-pradesh,2021,1,lower dibang valley,8402
389,arunachal-pradesh,2021,1,lower subansiri,8044
390,arunachal-pradesh,2021,2,papum pare,90871
391,arunachal-pradesh,2021,2,west kameng,22625
392,arunachal-pradesh,2021,2,changlang,21404
393,arunachal-pradesh,2021,2,east siang,20817
394,arunachal-pradesh,2021,2,lohit,15360
395,arunachal-pradesh,2021,2,tawang,12636
396,arunachal-pradesh,2021,2,west siang,11657
397,arunachal-pradesh,2021,2,namsai,11111
398,arunachal-pradesh,2021,2,lower dibang valley,9094
399,arunachal-pradesh,2021,2,lower subansiri,8685
400,arunachal-pradesh,2021,3,papum pare,97854
401,arunachal-pradesh,2021,3,west kameng,24489
402,arunachal-pradesh,2021,3,changlang,23328
403,arunachal-pradesh,2021,3,east siang,22538
404,arunachal-pradesh,2021,3,lohit,16680
405,arunachal-pradesh,2021,3,tawang,13650
406,arunachal-pradesh,2021,3,west siang,12616
407,arunachal-pradesh,2021,3,namsai,12140
408,arunachal-pradesh,2021,3,lower dibang valley,9920
409,arunachal-pradesh,2021,3,lower subansiri,9451
410,arunachal-pradesh,2021,4,papum pare,104806
411,arunachal-pradesh,2021,4,west kameng,26237
412,arunachal-pradesh,2021,4,changlang,25155
413,arunachal-pradesh,2021,4,east siang,24208
414,arunachal-pradesh,2021,4,lohit,17980
415,arunachal-pradesh,2021,4,tawang,14665
416,arunachal-pradesh,2021,4,west siang,13555
417,arunachal-pradesh,2021,4,namsai,13092
418,arunachal-pradesh,2021,4,lower dibang valley,10679
419,arunachal-pradesh,2021,4,lower subansiri,10187
420,arunachal-pradesh,2022,1,papum pare,111271
421,arunachal-pradesh,2022,1,west kameng,27860
422,arunachal-pradesh,2022,1,changlang,26904
423,arunachal-pradesh,2022,1,east siang,25763
424,arunachal-pradesh,2022,1,lohit,19214
425,arunachal-pradesh,2022,1,tawang,15589
426,arunachal-pradesh,2022,1,west siang,14420
427,arunachal-pradesh,2022,1,namsai,14054
428,arunachal-pradesh,2022,1,lower dibang valley,11401
429,arunachal-pradesh,2022,1,lower subansiri,10854
430,arunachal-pradesh,2022,2,papum pare,117568
431,arunachal-pradesh,2022,2,west kameng,29424
432,arunachal-pradesh,2022,2,changlang,28495
433,arunachal-pradesh,2022,2,east siang,27240
434,arunachal-pradesh,2022,2,lohit,20325
435,arunachal-pradesh,2022,2,tawang,16475
436,arunachal-pradesh,2022,2,west siang,15231
437,arunachal-pradesh,2022,2,namsai,14887
438,arunachal-pradesh,2022,2,lower dibang valley,12040
439,arunachal-pradesh,2022,2,lower subansiri,11479
440,arunachal-pradesh,2022,3,papum pare,124095
441,arunachal-pradesh,2022,3,west kameng,30964
442,arunachal-pradesh,2022,3,changlang,29965
443,arunachal-pradesh,2022,3,east siang,28698
444,arunachal-pradesh,2022,3,lohit,21385
445,arunachal-pradesh,2022,3,tawang,17281
446,arunachal-pradesh,2022,3,west siang,16063
447,arunachal-pradesh,2022,3,namsai,15642
448,arunachal-pradesh,2022,3,lower dibang valley,12668
449,arunachal-pradesh,2022,3,lower subansiri,12085
450,arunachal-pradesh,2022,4,papum pare,130306
451,arunachal-pradesh,2022,4,west kameng,32237
452,arunachal-pradesh,2022,4,changlang,31196
453,arunachal-pradesh,2022,4,east siang,30033
454,arunachal-pradesh,2022,4,lohit,22359
